CoralNetID,CoralNetName,Default short code,Functional group,Public sources using,Public annotation count,MERMAID_BA,MERMAID_GF,MermaidBaID,MermaidGfID,CoralFocus3Label
3374,Sandy_Substrate,SDSU,Soft Substrate,8,314,Sand,NA,b76bca12-884b-4404-bb9f-97d505b0fe58,NA,Sand
1313,CRED-Hydrocoral,*HYCO,Other Invertebrates,11,73,Hydrocoral,NA,b7aade0a-8de3-4a00-a37c-deb65e5188a7,NA,Soft coral
78,Tubastrea,Tubastrea,Hard coral,57,271,Tubastraea,NA,bbff20b3-6dd9-4be8-aa3e-6619229d2d6b,NA,Remove
1649,Crinoids.,MINV_CRI,Other Invertebrates,7,3,Crinoid,NA,c08ffd84-5d06-487f-aad7-877cb7da4578,NA,Other invertebrates
3268,Valonia spp.,Valspp,Algae,52,27,Valonia,NA,c0f0ee39-58b1-4304-961e-6729dd8567d3,NA,Macroalgae
4447,Valonia ventricosa,Vavent,Algae,15,23,Valonia,NA,c0f0ee39-58b1-4304-961e-6729dd8567d3,NA,Macroalgae
3073,Psammocora profundacella,PsamProf,Hard coral,7,13,Psammocora profundacella,NA,c312d18f-fefc-47cb-b5be-a5814e556b12,NA,Psammocora
2967,Verongula sp.,Ver,Other Invertebrates,13,11,Aplysinidae,NA,c387ca1c-b18c-4e18-8ed6-c9d0c1b8e8a8,NA,Other invertebrates
1866,Psammocora nierstraszi,PsamNier,Hard coral,30,27,Psammocora nierstraszi,NA,c52c7acb-39a9-4849-8546-60b39fd3a2a8,NA,Psammocora
65,Herpolitha,Herpo,Hard coral,58,260,Herpolitha,NA,c98530b4-80a0-4b3a-9d69-f30f8181aab3,NA,Fungiidae
1771,Colpophyllia breviserialis,COB,Hard coral,15,3,Colpophyllia,NA,cb0ddf88-0b4e-460e-a62d-40e6fc9bb1c5,NA,Faviidae
1125,"Anemone, unidentified",ANUN,Other Invertebrates,8,34,Anemone,NA,cbe35e54-4536-4a2d-8ded-8e831625bfd9,NA,Other invertebrates
4773,Cnidaria: Colonial anemones,CNCA.,Other Invertebrates,10,30,Anemone,NA,cbe35e54-4536-4a2d-8ded-8e831625bfd9,NA,Other invertebrates
1314,CRED-Anemone,*AMNE,Other Invertebrates,15,286,Anemone,NA,cbe35e54-4536-4a2d-8ded-8e831625bfd9,NA,Other invertebrates
6916,Erythropodium,erythro,Other Invertebrates,14,3263,Erythropodium,NA,cc081ec3-8953-4f75-b072-60de0a67702d,NA,Soft coral
1291,CRED-Merulina spp,*MESP,Hard coral,9,451,Merulina,NA,cdee93cc-5434-460e-b1e8-78b4164ab266,NA,Merulinidae
3831,Dendronephthya,Dend,Other Invertebrates,9,72,Nephtheidae,NA,d1d7eb33-cc43-433f-9ca7-8fbe50a63277,NA,Soft coral
2426,Nephthya,NEPT,Other Invertebrates,9,171,Nephtheidae,NA,d1d7eb33-cc43-433f-9ca7-8fbe50a63277,NA,Soft coral
1559,Plesiastrea versipora,PlesVers,Hard coral,7,63,Plesiastrea versipora,NA,d2b0f823-5641-43d7-872b-a59accf15ac7,NA,Hard coral
1979,Lobophora spp.,Lob_spp,Algae,8,34,Lobophora,NA,d63b491c-adc7-4869-aa6c-6c2a784830d5,NA,Macroalgae
1268,CRED-Acanthastrea spp,*ACAS,Hard coral,9,329,Acanthastrea,NA,d6511689-4a1f-4c28-b5bc-1eaf02b5dfbc,NA,Remove
1030,Cyphastrea ocellina,CyphOce,Hard coral,38,70,Cyphastrea ocellina,NA,d92c3eba-880f-4959-98de-ae43933b900d,NA,Merulinidae
599,Pocillopora verrucosa,PocVer,Hard coral,7,11,Pocillopora verrucosa,NA,dd836305-6c6d-4a07-b3cc-9d20fc4899c4,NA,Pocillopora
6867,Halimeda copiosa,Hal.cop,Algae,12,14491,Halimeda copiosa,NA,de5d6946-6d36-4b06-93fe-103a6107ba12,NA,Macroalgae
129,Acropora humilis,AcrHum,Hard coral,9,10,Acropora humilis,NA,e00b1b7a-0871-4a01-9007-fc464c6ad18c,NA,Acropora
2537,Sargassum spp.,SARG.,Algae,6,330,Sargassum,NA,e1272775-11a6-4f60-9054-956567a961df,NA,Macroalgae
1859,Syringodium,Syringodiu,Seagrass,12,3253,Syringodium,NA,e3516630-2f26-4557-a06d-1bbf77693a95,NA,Seagrass
193,Oxypora,Oxyp,Hard coral,53,12,Oxypora,NA,e450c3c2-f3ca-4b81-9b99-aa1928aee1bb,NA,Remove
266,Hydroids,HYDD,Other Invertebrates,6,121,Hydroid,NA,e58eb448-5c03-4c1d-a7fc-f5c1ef379c77,NA,Other invertebrates
441,Pavona duerdeni,PavDue,Hard coral,45,229,Pavona duerdeni,NA,e6d5e0ac-be0e-41b0-9b4d-239abd8317d7,NA,Pavona
6042,Montastrea cavernosa,MoCav,Hard coral,12,194,Montastraea cavernosa,NA,e8edb2ee-0fc3-445d-8617-b660313c9606,NA,Montastraea
1182,Manicina areolata,MAA,Hard coral,25,3,Manicina areolata,NA,ea0721ea-3c12-42bf-970b-a364016bb5df,NA,Faviidae
2220,CREP-T3a Galaxaura spp,*GALS,Algae,28,70,Galaxaura,NA,ea24a5b8-a64a-4ee2-8eeb-4afd2254db86,NA,Macroalgae
1303,CRED-Plerogyra spp,*PLER,Hard coral,11,72,Plerogyra,NA,eaebab16-9d01-4723-b120-6239314826ab,NA,Hard coral
3209,Hypnea,Hyp,Algae,40,47,Hypnea,NA,ec8b8237-d03f-4373-a92b-3c0cfc903711,NA,Macroalgae
5380,Oulastrea,ous,Hard coral,7,2,Oulastrea,NA,ed845b8e-4be9-4cb3-8ace-fcb7410a5381,NA,Hard coral
3532,POLYPHYLLIA,POLPHIL,Hard coral,7,26,Polyphyllia,NA,ee3b17dd-36f3-4a99-bc2d-a95f5d39bac1,NA,Fungiidae
2536,Acetabularia spp.,ACET,Algae,15,15,Acetabularia,NA,f05b022a-7158-42b9-a592-82418a7a8578,NA,Macroalgae
3640,Branching Coralline Algae,BranchCA,Algae,7,14,Coralline algae,Branching,f0f8c511-69b9-4bc6-9d54-af9dec4e82bf,cf2deca6-53b8-4096-916f-32c2c71d14bf,Macroalgae
780,Chlorodesmis sp.,Chlor,Algae,47,137,Chlorodesmis,NA,f1c37a46-327b-4bc7-b2c1-8c1d26b14da8,NA,Macroalgae
5648,Sargassum fluitans,S-flu,Algae,12,647,Sargassum fluitans,NA,f200ecbf-46fa-4b19-b8c4-b91028460a5d,NA,Macroalgae
1560,Platygyra daedalea,PlDaed,Hard coral,7,2783,Platygyra daedalea,NA,f2025774-f694-4c15-8725-c4dcbdb01cf4,NA,Platygyra
1133,"Red algae, crustose coralline",CCRA,Algae,6,479,Crustose coralline algae,NA,f4df7abd-3d51-42fb-8cab-5102b95fad8e,NA,Crustose coralline algae
194,Mycedium,Myc,Hard coral,66,491,Mycedium,NA,f6f3b5cf-7bc6-483a-8ef7-0c41a6672be2,NA,Remove
6872,Rhipocephalus phoenix,Rhipo.phoe,Algae,14,34,Rhipocephalus,NA,f7159ae5-d627-4b4f-87a6-521fc36119e0,NA,Macroalgae
2127,Dasya sp,dasya,Algae,6,183,Rhodophyta,NA,f76a7fb3-ec62-465e-a07c-aac3e0936d71,NA,Macroalgae
543,Gracilaria/Rhodymenia,GracRho,Algae,6,129,Rhodophyta,NA,f76a7fb3-ec62-465e-a07c-aac3e0936d71,NA,Macroalgae
437,Kappaphycus sp.,KAPPA,Algae,7,235,Rhodophyta,NA,f76a7fb3-ec62-465e-a07c-aac3e0936d71,NA,Macroalgae
4404,Scinaia spp,Scinaia,Algae,28,1,Rhodophyta,NA,f76a7fb3-ec62-465e-a07c-aac3e0936d71,NA,Macroalgae
7006,Trichogloea,tricho,Algae,12,4,Rhodophyta,NA,f76a7fb3-ec62-465e-a07c-aac3e0936d71,NA,Macroalgae
343,Echinoderms: sea urchin: regular urchins,EURR,Other Invertebrates,8,296,Sea urchin,NA,f7980725-60b3-47c9-abd2-0a006ea30061,NA,Other invertebrates
1311,CRED-Symphyllia spp,*SYSP,Hard coral,9,71,Symphyllia,NA,f87eae02-9123-4931-98a0-8d635670a46b,NA,Mussidae
3796,Gorgonia ventalina,Gven,Other Invertebrates,8,657,Gorgonia ventalina,NA,f94197eb-6040-4853-819d-5c0f72bc6804,NA,Soft coral
1795,Briareum,GORG-BRI,Other Invertebrates,21,124,Briareum,NA,f9480d47-b287-4151-87bc-82377a35651b,NA,Soft coral
1380,Briareum asbestinum,BRIASB,Other Invertebrates,16,171,Briareum,NA,f9480d47-b287-4151-87bc-82377a35651b,NA,Soft coral
1867,Halymenia sp.,HALY,Algae,29,4,Halymenia,NA,f9c8f05d-ec7a-4945-a807-6d2ab9bed7c3,NA,Macroalgae
1786,Mycetophyllia lamarckana,MycetLam,Hard coral,8,3,Mycetophyllia lamarckiana,NA,fad9ba75-a2b0-44ad-bc67-67b5ade6ad76,NA,Mussidae
3477,Pseudosiderastrea,Pseudosid,Hard coral,7,87,Pseudosiderastrea,NA,fb2bf86e-f1f3-4649-bc3d-3e99cd1a3f98,NA,Hard coral
1397,Palythoa,PALYTHO,Other Invertebrates,70,8793,Palythoa,NA,fb7f5bc0-519c-4c96-ae7d-8b65fc449b4a,NA,Other invertebrates
419,Palythoa sp,Paly,Hard coral,6,505,Palythoa,NA,fb7f5bc0-519c-4c96-ae7d-8b65fc449b4a,NA,Other invertebrates
4201,Rhipilia spp.,Rhp,Algae,31,6582,Rhipilia,NA,fedc7073-fc92-4d4b-a987-c9154db8651f,NA,Macroalgae
124,Broken coral rubble,C-Rubble,Other,65,81244,Rubble,NA,ed2332ed-0762-45fb-87a3-d315e218faf1,NA,Rubble
5818,Coral rubble,Rubble_cor,Soft Substrate,6,1696,Rubble,NA,ed2332ed-0762-45fb-87a3-d315e218faf1,NA,Rubble
1346,CRED-Rubble substrate,*RUB,Hard Substrate,12,2380,Rubble,NA,ed2332ed-0762-45fb-87a3-d315e218faf1,NA,Rubble
1703,Loose Substrate: Rubble,LSUB_RUB,Soft Substrate,11,54662,Rubble,NA,ed2332ed-0762-45fb-87a3-d315e218faf1,NA,Rubble
524,Rock Rubble,RockRub,Hard Substrate,12,3605,Rubble,NA,ed2332ed-0762-45fb-87a3-d315e218faf1,NA,Rubble
1457,Rubble,Rubble,Other,121,77469,Rubble,NA,ed2332ed-0762-45fb-87a3-d315e218faf1,NA,Rubble
2843,Rubbles,Rubbles,Other,6,24113,Rubble,NA,ed2332ed-0762-45fb-87a3-d315e218faf1,NA,Rubble
2235,Algal Turf,AlgalTurf,Algae,11,8654,Turf algae,NA,20090bf4-868e-431b-974c-ab9be5bbdb5f,NA,Turf algae
1348,CRED-Turf growing on hard substrate,*TURFH,Hard Substrate,18,1216402,Turf algae,NA,20090bf4-868e-431b-974c-ab9be5bbdb5f,NA,Turf algae
1349,CRED-Turf growing on rubble,*TURFR,Hard Substrate,15,38295,Turf algae,NA,20090bf4-868e-431b-974c-ab9be5bbdb5f,NA,Turf algae
3299,Rock Turf Algae,RCTA,Hard Substrate,16,8055,Turf algae,NA,20090bf4-868e-431b-974c-ab9be5bbdb5f,NA,Turf algae
1913,Turf  algae,Turf_algae,Algae,23,114600,Turf algae,NA,20090bf4-868e-431b-974c-ab9be5bbdb5f,NA,Turf algae
82,Turf algae,Turf,Algae,321,5496896,Turf algae,NA,20090bf4-868e-431b-974c-ab9be5bbdb5f,NA,Turf algae
1561,Turf Algae (macroalgae),MAL_turf,Algae,8,10665,Turf algae,NA,20090bf4-868e-431b-974c-ab9be5bbdb5f,NA,Turf algae
463,Turf and sand,Turf_sand,Algae,23,75219,Turf algae,NA,20090bf4-868e-431b-974c-ab9be5bbdb5f,NA,Turf algae
2230,Turf on rubble,Turf_rubbl,Algae,14,3727,Turf algae,NA,20090bf4-868e-431b-974c-ab9be5bbdb5f,NA,Turf algae
1347,CRED-Sand,*SAND,Soft Substrate,15,89515,Sand,NA,b76bca12-884b-4404-bb9f-97d505b0fe58,NA,Sand
84,Sand,Sand,Soft Substrate,418,1882701,Sand,NA,b76bca12-884b-4404-bb9f-97d505b0fe58,NA,Sand
1402,Sand (soft),Sand_soft,Soft Substrate,14,115031,Sand,NA,b76bca12-884b-4404-bb9f-97d505b0fe58,NA,Sand
4573,Sand / Rubble,SaRub,Other,27,157469,Sand,NA,b76bca12-884b-4404-bb9f-97d505b0fe58,NA,Sand
106,Sand and sediment,Mix,Soft Substrate,7,7916,Sand,NA,b76bca12-884b-4404-bb9f-97d505b0fe58,NA,Sand
4158,Sand/Silt,SSI,Soft Substrate,6,9777,Sand,NA,b76bca12-884b-4404-bb9f-97d505b0fe58,NA,Sand
368,Substrate: Unconsolidated (soft): sand/mud,SUSA,Other Invertebrates,22,1151,Sand,NA,b76bca12-884b-4404-bb9f-97d505b0fe58,NA,Sand
3011,Leather Coral,LC,Other Invertebrates,32,8010,Soft coral,NA,30a987e9-b420-4db6-a83a-a1f7cabd14fb,NA,Soft coral
80,Soft Coral,SC,Other Invertebrates,249,75702,Soft coral,NA,30a987e9-b420-4db6-a83a-a1f7cabd14fb,NA,Soft coral
204,Acropora (branching),Acr_bra,Hard coral,32,9918,Acropora,Branching,050c0689-0b01-4a6c-afbf-a5d3ca39c310,cf2deca6-53b8-4096-916f-32c2c71d14bf,Acropora - Branching
1269,CRED-Acropora spp_branching,*ACBR,Hard coral,14,33577,Acropora,Branching,050c0689-0b01-4a6c-afbf-a5d3ca39c310,cf2deca6-53b8-4096-916f-32c2c71d14bf,Acropora - Branching
1146,Bare Rock,BARK,Hard Substrate,29,60974,Rock,NA,7b351732-5ec1-43c5-b668-15ed24e33aed,NA,Bare substrate
515,Rock,Rock,Hard Substrate,116,117964,Rock,NA,7b351732-5ec1-43c5-b668-15ed24e33aed,NA,Bare substrate
1306,CRED-Porites spp_massive,*POMA,Hard coral,16,69448,Porites,Massive,2b55697f-f26e-433e-9070-f1fe9748bf7b,888609b5-b58a-4d57-addc-a6935bba284b,Porites - Massive
1974,Porites (massive),Por_mass,Hard coral,28,28926,Porites,Massive,2b55697f-f26e-433e-9070-f1fe9748bf7b,888609b5-b58a-4d57-addc-a6935bba284b,Porites - Massive
1883,ARMS-CREP-Red encrusting macroalgae,_RDEN,Algae,14,2730,Macroalgae,Encrusting,09226989-50e7-4c40-bd36-5bcef32ee7a1,b406252b-c160-4fd6-b7f9-f61d5e2779a5,Macroalgae
2845,Macroalgae:Encrusting:Red:Calcareous:Crustose,MERCC,Algae,32,27,Macroalgae,Encrusting,09226989-50e7-4c40-bd36-5bcef32ee7a1,b406252b-c160-4fd6-b7f9-f61d5e2779a5,Macroalgae
92,Algae,Algae,Algae,61,29589,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
642,Algae (filamentous),AL_filam,Algae,17,5245,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
139,Algae (fleshy),AL_fleshy,Algae,131,10399,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
636,Algal Assemblage,AA,Algae,11,20533,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
2461,Benthic Microalgae on Sand,BMA_sand,Algae,11,1106,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
535,Black crust,BlackCru,Algae,33,14378,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
6206,Bluegreen algae,BGA,Algae,6,2,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
564,Blue-Green Algae,BLGR,Algae,17,394,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
3921,Brillo Spike Pad,BSP,Algae,31,45,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
1145,"Brown algae, unidentified",BRUN,Algae,15,890,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
2238,Brown fleshy algae,BrFlesAlg,Algae,47,3240,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
140,Calcareous algae,CALG,Algae,17,828,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
1444,Calcifying algae: Other,MACR_Cal_O,Algae,107,1546,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
2423,Chrysophyta,CHRY,Algae,46,21,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
1327,CRED-Blue-green macroalga,*BGMA,Algae,45,15466,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
1324,CRED-Brown macroalgae,*BRMA,Algae,49,806,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
1323,CRED-Green macroalgae,*GRMA,Algae,59,3814,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
1325,CRED-Red macroalgae,*RDMA,Algae,51,9886,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
1338,CRED-Upright macroalgae,*UPMA,Algae,16,7987,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
6613,Fleshy Calcified Algae,flesh_calc,Algae,15,20766,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
2472,Green fleshy algae,GFA,Algae,42,3005,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
81,Macroalgae,MAL,Algae,183,596756,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
325,Macroalgae: Articulated calcareous,MAAC,Algae,19,69484,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
326,Macroalgae: Articulated calcareous: red,MAACR,Algae,34,137,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
309,Macroalgae: Filamentous / filiform,MAF,Algae,13,79641,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
310,Macroalgae: Filamentous / filiform : red,MAFR,Algae,6,14991,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
299,Macroalgae: Large canopy-forming : brown,MALCB,Algae,11,889,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
294,Macroalgae: Sheet-like / membraneous,MAM,Algae,10,130528,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
5955,Mat Blue-Green Macroalgae,MBGMA,Algae,6,2,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
3085,Nutrient Indicator Algae,NIA,Algae,14,88,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
1453,Other Algae,ALG_OTH,Algae,47,4985,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
3678,Palmophyllum crassum,Palmophyl_,Algae,32,99,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
597,Red ALgae,RAlg,Algae,6,2594,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
2473,Red fleshy algae,RFA,Algae,49,3757,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
522,Red Turf,RedTurf,Algae,9,42579,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
3591,Unknown macroalgae,UnkMacroa,Algae,9,4929,Macroalgae,NA,09226989-50e7-4c40-bd36-5bcef32ee7a1,NA,Macroalgae
1903,ARMS-CREP-Sponge,_SP,Other Invertebrates,14,24519,Sponge,NA,6b9fdd82-685f-4f21-8fa3-883e06be2c30,NA,Other invertebrates
1319,CRED-Sponge,*SP,Other Invertebrates,14,2605,Sponge,NA,6b9fdd82-685f-4f21-8fa3-883e06be2c30,NA,Other invertebrates
102,Sponge,SP,Other Invertebrates,196,75790,Sponge,NA,6b9fdd82-685f-4f21-8fa3-883e06be2c30,NA,Other invertebrates
2168,Sponge Other,SpgOth,Other Invertebrates,16,16459,Sponge,NA,6b9fdd82-685f-4f21-8fa3-883e06be2c30,NA,Other invertebrates
1263,CRED-Massive hard coral,*MASS,Hard coral,16,3293,Hard coral,Massive,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,888609b5-b58a-4d57-addc-a6935bba284b,Hard coral - Massive
237,Hard Coral (massive),HC_massive,Hard coral,55,23460,Hard coral,Massive,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,888609b5-b58a-4d57-addc-a6935bba284b,Hard coral - Massive
3297,Hard Coral Massive,HCM,Hard coral,109,3923,Hard coral,Massive,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,888609b5-b58a-4d57-addc-a6935bba284b,Hard coral - Massive
108,Meandroid (brain) corals,Brain,Hard coral,6,780,Hard coral,Massive,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,888609b5-b58a-4d57-addc-a6935bba284b,Hard coral - Massive
631,Non-Acropora massive,NonAcM,Hard coral,6,4590,Hard coral,Massive,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,888609b5-b58a-4d57-addc-a6935bba284b,Hard coral - Massive
1305,CRED-Porites spp_branching,*POBR,Hard coral,16,18046,Porites,Branching,2b55697f-f26e-433e-9070-f1fe9748bf7b,cf2deca6-53b8-4096-916f-32c2c71d14bf,Porites - Branching
1413,Porites (branching),Por_branch,Hard coral,28,3270,Porites,Branching,2b55697f-f26e-433e-9070-f1fe9748bf7b,cf2deca6-53b8-4096-916f-32c2c71d14bf,Porites - Branching
3563,Articulated coralline algae,ArtCA,Algae,9,2686,Crustose coralline algae,NA,f4df7abd-3d51-42fb-8cab-5102b95fad8e,NA,Crustose coralline algae
1403,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,10,3766,Crustose coralline algae,NA,f4df7abd-3d51-42fb-8cab-5102b95fad8e,NA,Crustose coralline algae
101,CCA (crustose coralline algae),CCA,Algae,333,1088719,Crustose coralline algae,NA,f4df7abd-3d51-42fb-8cab-5102b95fad8e,NA,Crustose coralline algae
792,CCA growing on rubble,CCA_Rub,Algae,11,117,Crustose coralline algae,NA,f4df7abd-3d51-42fb-8cab-5102b95fad8e,NA,Crustose coralline algae
1458,CCA: On dead coral,*CCADHC,Algae,8,633,Crustose coralline algae,NA,f4df7abd-3d51-42fb-8cab-5102b95fad8e,NA,Crustose coralline algae
1340,CRED-CCA growing on hard substrate,*CCAH,Hard Substrate,18,288354,Crustose coralline algae,NA,f4df7abd-3d51-42fb-8cab-5102b95fad8e,NA,Crustose coralline algae
1341,CRED-CCA growing on rubble,*CCAR,Hard Substrate,15,8749,Crustose coralline algae,NA,f4df7abd-3d51-42fb-8cab-5102b95fad8e,NA,Crustose coralline algae
141,Crustose coralline algae,CCA 1,Algae,26,27014,Crustose coralline algae,NA,f4df7abd-3d51-42fb-8cab-5102b95fad8e,NA,Crustose coralline algae
3305,Rock Crustose Coralline Algae,RCCA,Hard Substrate,9,736,Crustose coralline algae,NA,f4df7abd-3d51-42fb-8cab-5102b95fad8e,NA,Crustose coralline algae
4817,Sick CCA,SCCA,Algae,34,13628,Crustose coralline algae,NA,f4df7abd-3d51-42fb-8cab-5102b95fad8e,NA,Crustose coralline algae
239,Hard Coral (encrusting),HC_encr,Hard coral,50,20789,Hard coral,Encrusting,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,b406252b-c160-4fd6-b7f9-f61d5e2779a5,Hard coral - Encrusting
3302,Hard Coral_Encrusting,HCE,Hard coral,106,6013,Hard coral,Encrusting,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,b406252b-c160-4fd6-b7f9-f61d5e2779a5,Hard coral - Encrusting
629,Non-Acropora encrusting,NonAcEnc,Hard coral,7,6338,Hard coral,Encrusting,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,b406252b-c160-4fd6-b7f9-f61d5e2779a5,Hard coral - Encrusting
606,Acropora (plating),Acr_plat,Hard coral,7,522,Acropora,Plates or tables,050c0689-0b01-4a6c-afbf-a5d3ca39c310,6b2aabb4-d16f-445e-933f-16341030fdba,Acropora - Plates or tables
187,Acropora (tabulate),Acr_tab,Hard coral,26,10516,Acropora,Plates or tables,050c0689-0b01-4a6c-afbf-a5d3ca39c310,6b2aabb4-d16f-445e-933f-16341030fdba,Acropora - Plates or tables
1412,Acropora corymbose/tabular/plate,BRA_TAB-Ac,Hard coral,7,954,Acropora,Plates or tables,050c0689-0b01-4a6c-afbf-a5d3ca39c310,6b2aabb4-d16f-445e-933f-16341030fdba,Acropora - Plates or tables
1270,CRED-Acropora spp_tabulate,*ACTA,Hard coral,14,20947,Acropora,Plates or tables,050c0689-0b01-4a6c-afbf-a5d3ca39c310,6b2aabb4-d16f-445e-933f-16341030fdba,Acropora - Plates or tables
105,Dead coral,D_coral,Hard Substrate,138,200316,Dead coral,NA,abde283f-5dd4-4a67-bc0b-e7403ad9c517,NA,Bare substrate
635,Dead coral with algae,DeadAlg,Other,25,22955,Dead coral,NA,abde283f-5dd4-4a67-bc0b-e7403ad9c517,NA,Bare substrate
2084,Dead Pocillopora,D_Pocillo,Hard coral,6,53,Dead coral,NA,abde283f-5dd4-4a67-bc0b-e7403ad9c517,NA,Bare substrate
1432,EAM: Dead Hard Coral,EAM_DHC,Algae,13,153688,Dead coral,NA,abde283f-5dd4-4a67-bc0b-e7403ad9c517,NA,Bare substrate
2479,"Montipora capitata, recently dead",MCAP_RD,Algae,8,8022,Dead coral,NA,abde283f-5dd4-4a67-bc0b-e7403ad9c517,NA,Bare substrate
2464,"Porites compressa, recently dead",PCOM_RD,Algae,7,923,Dead coral,NA,abde283f-5dd4-4a67-bc0b-e7403ad9c517,NA,Bare substrate
142,Recent Dead Coral,RD_HC,Hard coral,62,1837,Dead coral,NA,abde283f-5dd4-4a67-bc0b-e7403ad9c517,NA,Bare substrate
242,Hard Coral (branching),C_branch,Hard coral,57,10907,Hard coral,Branching,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,cf2deca6-53b8-4096-916f-32c2c71d14bf,Hard coral - Branching
3099,Hard Coral (bushy),HC_bushy,Hard coral,8,5829,Hard coral,Branching,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,cf2deca6-53b8-4096-916f-32c2c71d14bf,Hard coral - Branching
3298,Hard Coral branching,HCBR,Hard coral,104,4091,Hard coral,Branching,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,cf2deca6-53b8-4096-916f-32c2c71d14bf,Hard coral - Branching
628,Non-Acropora branching,NonAcBr,Hard coral,9,4822,Hard coral,Branching,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,cf2deca6-53b8-4096-916f-32c2c71d14bf,Hard coral - Branching
1442,Calcifying algae: Halimeda,MACR_Cal_H,Algae,11,670,Halimeda,NA,51558178-d2da-44ed-905b-db6976f6aa76,NA,Macroalgae
1331,CRED-Halimeda spp,*HALI,Algae,42,39968,Halimeda,NA,51558178-d2da-44ed-905b-db6976f6aa76,NA,Macroalgae
403,Halimeda,Halimeda,Algae,108,335282,Halimeda,NA,51558178-d2da-44ed-905b-db6976f6aa76,NA,Macroalgae
1924,Halimeda spp.,Hal_spp,Algae,8,2749,Halimeda,NA,51558178-d2da-44ed-905b-db6976f6aa76,NA,Macroalgae
